         112120 function calls (108921 primitive calls) in 0.346 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 rq.py:159(ReplyCode)
       40    0.000    0.000    0.000    0.000 rq.py:163(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:166(LengthField)
        2    0.000    0.000    0.000    0.000 rq.py:183(calc_length)
        1    0.000    0.000    0.002    0.002 rq.py:19(<module>)
        1    0.000    0.000    0.000    0.000 rq.py:192(TotalLengthField)
        1    0.000    0.000    0.000    0.000 rq.py:195(RequestLength)
        1    0.000    0.000    0.000    0.000 rq.py:202(ReplyLength)
        1    0.000    0.000    0.000    0.000 rq.py:210(LengthOf)
       46    0.000    0.000    0.000    0.000 rq.py:211(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:216(OddLength)
        1    0.000    0.000    0.000    0.000 rq.py:220(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:233(FormatField)
        7    0.000    0.000    0.000    0.000 rq.py:243(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:250(ValueField)
      933    0.001    0.000    0.001    0.000 rq.py:251(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:256(Int8)
        1    0.000    0.000    0.000    0.000 rq.py:260(Int16)
        1    0.000    0.000    0.000    0.000 rq.py:264(Int32)
        1    0.000    0.000    0.000    0.000 rq.py:268(Card8)
        1    0.000    0.000    0.000    0.000 rq.py:272(Card16)
        1    0.000    0.000    0.000    0.000 rq.py:276(Card32)
        1    0.000    0.000    0.000    0.000 rq.py:281(Resource)
      196    0.000    0.000    0.001    0.000 rq.py:285(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:307(Window)
        1    0.000    0.000    0.000    0.000 rq.py:311(Pixmap)
        1    0.000    0.000    0.000    0.000 rq.py:315(Drawable)
        1    0.000    0.000    0.000    0.000 rq.py:319(Fontable)
        1    0.000    0.000    0.000    0.000 rq.py:323(Font)
        1    0.000    0.000    0.000    0.000 rq.py:327(GC)
        1    0.000    0.000    0.000    0.000 rq.py:331(Colormap)
        1    0.000    0.000    0.000    0.000 rq.py:335(Cursor)
        1    0.000    0.000    0.000    0.000 rq.py:340(Bool)
        1    0.000    0.000    0.000    0.000 rq.py:347(Set)
       59    0.000    0.000    0.000    0.000 rq.py:350(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:355(check_value)
        1    0.000    0.000    0.000    0.000 rq.py:362(Gravity)
        4    0.000    0.000    0.000    0.000 rq.py:363(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:372(FixedString)
        1    0.000    0.000    0.000    0.000 rq.py:375(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:380(String8)
       17    0.000    0.000    0.000    0.000 rq.py:383(__init__)
        2    0.000    0.000    0.000    0.000 rq.py:387(pack_value)
        1    0.000    0.000    0.000    0.000 rq.py:41(BadDataError)
        1    0.000    0.000    0.000    0.000 rq.py:418(String16)
        3    0.000    0.000    0.000    0.000 rq.py:421(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:456(List)
       41    0.000    0.000    0.000    0.000 rq.py:467(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:551(FixedList)
        3    0.000    0.000    0.000    0.000 rq.py:552(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:565(Object)
        6    0.000    0.000    0.000    0.000 rq.py:568(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:626(PropertyData)
        1    0.000    0.000    0.000    0.000 rq.py:693(FixedPropertyData)
        1    0.000    0.000    0.000    0.000 rq.py:694(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:712(ValueList)
        6    0.000    0.000    0.000    0.000 rq.py:717(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:72(Field)
        1    0.000    0.000    0.000    0.000 rq.py:775(KeyboardMapping)
        1    0.000    0.000    0.000    0.000 rq.py:808(ModifierMapping)
        1    0.000    0.000    0.000    0.000 rq.py:838(EventField)
        1    0.000    0.000    0.000    0.000 rq.py:860(ScalarObj)
        3    0.000    0.000    0.000    0.000 rq.py:861(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:870(ResourceObj)
        2    0.000    0.000    0.000    0.000 rq.py:874(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:889(StrClass)
        1    0.000    0.000    0.000    0.000 rq.py:913(Struct)
      213    0.002    0.000    0.003    0.000 rq.py:936(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:977(to_binary)
        1    0.000    0.000    0.004    0.004 scimath.py:1(<module>)
        1    0.000    0.000    0.005    0.005 secrets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:433(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        2    0.000    0.000    0.011    0.005 shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.005    0.005 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.005    0.005 signal.py:1(<module>)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       77    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.346    0.346 slither.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.000    0.000 socket.py:219(__init__)
        1    0.000    0.000    0.012    0.012 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
      376    0.001    0.000    0.001    0.000 socket.py:76(<lambda>)
      377    0.001    0.000    0.001    0.000 socket.py:81(<lambda>)
      378    0.001    0.000    0.001    0.000 socket.py:86(<lambda>)
      379    0.001    0.000    0.001    0.000 socket.py:91(<lambda>)
      127    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      127    0.004    0.000    0.008    0.000 sre_compile.py:276(_optimize_charset)
       55    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       55    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        3    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      119    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
        5    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       74    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    44/35    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       30    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       38    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
       76    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       38    0.000    0.000    0.034    0.001 sre_compile.py:598(_code)
       87    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   260/38    0.012    0.000    0.031    0.001 sre_compile.py:71(_compile)
       38    0.000    0.000    0.073    0.002 sre_compile.py:759(compile)
      270    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
      543    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
     1705    0.003    0.000    0.004    0.000 sre_parse.py:164(__getitem__)
      122    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      515    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
  328/106    0.002    0.000    0.003    0.000 sre_parse.py:174(getwidth)
       38    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     1771    0.002    0.000    0.002    0.000 sre_parse.py:233(__next)
      833    0.001    0.000    0.001    0.000 sre_parse.py:249(match)
     1391    0.002    0.000    0.004    0.000 sre_parse.py:254(get)
        8    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
      424    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
       43    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       89    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      102    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
   118/38    0.002    0.000    0.037    0.001 sre_parse.py:435(_parse_sub)
   139/42    0.013    0.000    0.036    0.001 sre_parse.py:493(_parse)
       38    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      212    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       68    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        4    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       38    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       38    0.000    0.000    0.037    0.001 sre_parse.py:937(parse)
       68    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:14(DummyArray)
        1    0.000    0.000    0.004    0.004 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.004    0.004 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 structs.py:20(<module>)
        2    0.000    0.000    0.000    0.000 structs.py:25(WindowValues)
        2    0.000    0.000    0.000    0.000 structs.py:45(GCValues)
        1    0.000    0.000    0.009    0.009 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1048(poll)
        4    0.000    0.000    0.000    0.000 subprocess.py:1074(wait)
        3    0.000    0.000    0.000    0.000 subprocess.py:1097(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        3    0.000    0.000    0.000    0.000 subprocess.py:1457(_get_handles)
        3    0.000    0.000    0.003    0.001 subprocess.py:1550(_execute_child)
       42    0.000    0.000    0.001    0.000 subprocess.py:1632(<genexpr>)
        3    0.000    0.000    0.000    0.000 subprocess.py:1706(_handle_exitstatus)
        2    0.000    0.000    0.000    0.000 subprocess.py:1724(_internal_poll)
        3    0.000    0.000    0.000    0.000 subprocess.py:1759(_try_wait)
        4    0.000    0.000    0.000    0.000 subprocess.py:1772(_wait)
        3    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.001    0.001 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:415(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:426(__init__)
        1    0.000    0.000    0.001    0.001 subprocess.py:448(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:634(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        3    0.000    0.000    0.004    0.001 subprocess.py:732(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:904(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:907(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:935(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:950(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:96(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:980(communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.009    0.009 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:123(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:406(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:449(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:622(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:767(TemporaryDirectory)
        5    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
        1    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        2    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.005    0.005 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.006    0.006 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       27    0.000    0.000    0.000    0.000 types.py:171(__get__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.003    0.003 unix_connect.py:20(<module>)
        1    0.000    0.000    0.000    0.000 unix_connect.py:40(get_display)
        1    0.000    0.000    0.000    0.000 unix_connect.py:61(get_socket)
        1    0.000    0.000    0.000    0.000 unix_connect.py:86(new_get_auth)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
        1    0.000    0.000    0.000    0.000 utils.py:147(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        3    0.000    0.000    0.004    0.001 warnings.py:130(filterwarnings)
        4    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        3    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        3    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        2    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:284(update)
        1    0.000    0.000    0.000    0.000 webbrowser.py:139(BaseBrowser)
        1    0.000    0.000    0.000    0.000 webbrowser.py:14(Error)
        1    0.000    0.000    0.000    0.000 webbrowser.py:158(GenericBrowser)
        1    0.000    0.000    0.000    0.000 webbrowser.py:186(BackgroundBrowser)
        1    0.000    0.000    0.002    0.002 webbrowser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 webbrowser.py:205(UnixBrowser)
        1    0.000    0.000    0.000    0.000 webbrowser.py:284(Mozilla)
        1    0.000    0.000    0.000    0.000 webbrowser.py:294(Netscape)
        1    0.000    0.000    0.000    0.000 webbrowser.py:305(Galeon)
        1    0.000    0.000    0.000    0.000 webbrowser.py:315(Chrome)
        1    0.000    0.000    0.000    0.000 webbrowser.py:327(Opera)
        1    0.000    0.000    0.000    0.000 webbrowser.py:337(Elinks)
        1    0.000    0.000    0.000    0.000 webbrowser.py:351(Konqueror)
        1    0.000    0.000    0.000    0.000 webbrowser.py:404(Grail)
        1    0.000    0.000    0.000    0.000 xauth.py:20(<module>)
        1    0.000    0.000    0.000    0.000 xauth.py:30(Xauthority)
        1    0.000    0.000    0.000    0.000 xauth.py:31(__init__)
        1    0.000    0.000    0.000    0.000 xauth.py:99(get_best_auth)


